"choiceid","id","choice","price_A","price_B","time_A","time_B","change_A","change_B","comfort_A","comfort_B"
558,45,"B",3000,2400,95,95,0,0,0,1
559,45,"B",3000,3000,95,80,0,0,0,1
560,45,"A",2400,3000,110,95,0,0,1,0
561,45,"A",2400,3000,110,80,0,0,1,1
562,45,"A",1800,2400,110,80,0,0,0,0
563,46,"B",2805,2805,125,100,1,1,1,1
564,46,"A",2310,3300,100,100,1,0,0,1
565,46,"B",3300,2310,125,110,1,1,0,1
566,46,"A",2310,3300,125,110,0,1,1,1
567,46,"B",2310,2805,125,110,0,0,1,0
568,46,"B",2310,2805,110,110,1,0,1,0
569,46,"A",2310,2310,110,125,1,0,1,1
570,46,"A",2805,3300,100,100,1,0,1,1
571,46,"A",2310,3300,125,125,0,1,1,0
572,46,"A",2310,2805,100,110,1,0,0,0
573,46,"B",3300,2310,100,125,0,0,1,1
574,46,"A",2310,2805,125,100,0,1,1,1
575,46,"B",3300,3300,125,100,1,0,0,1
576,46,"B",2805,3300,125,100,1,0,1,1
577,46,"A",2805,3300,125,125,1,1,1,0
578,46,"A",3300,3300,110,125,1,1,1,0
579,46,"A",2805,3300,125,110,1,1,1,1
580,47,"A",1600,3200,70,80,1,1,1,1
581,47,"A",1600,2400,70,70,1,0,1,1
582,47,"A",2400,1600,90,90,1,1,0,1
583,47,"A",2400,3200,90,90,1,0,0,1
584,47,"B",2400,1600,90,70,1,1,0,1
585,47,"A",1600,2400,80,70,0,0,0,1
586,47,"B",2400,2400,90,70,1,0,0,1
587,47,"A",1600,3200,90,80,1,1,1,1
588,47,"A",1600,2400,90,80,1,1,1,1
589,47,"B",3200,3200,90,80,0,1,1,1
590,47,"B",3200,2400,70,70,1,0,0,1
591,47,"B",3200,1600,70,90,1,1,0,1
592,47,"B",1600,1600,70,80,1,0,1,0
593,47,"B",3200,2400,70,80,1,1,0,1
594,48,"A",3200,4000,100,135,0,0,1,1
595,48,"B",3200,3200,120,100,0,0,0,1
596,48,"A",3600,3600,100,135,0,0,1,0
597,48,"A",4000,3600,100,135,0,0,0,0
598,48,"A",3200,4000,100,100,0,0,1,0
599,48,"B",4000,3200,100,120,0,0,0,0
600,48,"A",3200,4000,135,120,0,0,1,1
601,48,"B",4000,3200,100,135,0,0,0,1
602,48,"B",3600,3200,100,120,0,0,1,0
603,48,"B",4000,3600,120,135,0,0,1,0
604,49,"A",2250,4500,95,105,1,1,0,1
605,49,"B",3375,2250,95,105,1,1,1,1
606,49,"B",4500,2250,95,105,0,1,1,1
607,49,"A",2250,3375,80,105,0,0,1,0
608,49,"B",3375,2250,105,105,0,1,0,1
609,49,"B",4500,3375,80,95,1,1,0,1
610,49,"A",2250,3375,95,80,1,1,0,1
611,49,"B",4500,4500,95,80,0,1,1,0
612,49,"A",3375,4500,105,95,0,0,0,1
613,49,"B",2250,2250,95,80,1,0,0,1
614,49,"A",3375,3375,95,105,1,0,1,0
615,49,"A",2250,3375,105,80,1,1,1,1
616,49,"A",3375,4500,105,80,0,1,0,0
617,50,"A",1000,1200,125,140,0,0,1,1
618,50,"A",1400,1200,125,150,0,0,1,1
619,50,"A",1400,1000,125,140,0,0,1,2
620,50,"B",1200,1000,125,150,1,1,2,1
621,50,"B",1400,1200,150,125,0,1,2,2
622,50,"B",1400,1200,125,140,0,0,1,1
623,50,"A",1000,1000,150,140,1,0,1,2
624,50,"B",1400,1000,125,150,0,1,1,1
625,50,"B",1000,1200,140,150,0,0,2,1
626,50,"B",1400,1400,150,140,0,1,2,1
627,50,"B",1200,1400,125,125,1,0,2,1
628,50,"A",1200,1400,150,140,0,1,1,1
629,50,"B",1200,1200,150,125,0,1,1,2
630,51,"B",6935,6030,120,120,1,1,2,1
631,51,"B",6030,7840,135,135,2,1,2,1
632,51,"A",7840,6935,120,150,2,2,1,1
633,51,"B",6935,6935,120,150,1,2,2,1
634,51,"A",7840,7840,120,135,2,1,1,1
635,51,"B",7840,6030,150,135,1,2,2,2
636,51,"B",6030,6030,135,150,2,1,2,1
637,51,"A",7840,6935,135,120,1,1,1,2
638,51,"A",7840,6935,135,150,1,2,1,1
639,51,"A",7840,6030,120,150,2,1,1,1
640,51,"A",6935,6030,135,150,1,1,1,1
641,51,"B",6030,6935,135,120,2,1,2,2
642,51,"B",7840,6935,120,135,2,1,1,1
643,51,"A",7840,6030,135,150,1,1,1,1
644,52,"B",110,110,125,115,1,0,1,1
645,52,"B",110,120,105,125,0,0,2,1
646,52,"A",120,100,125,125,0,0,1,2
647,52,"A",110,120,115,105,0,0,1,1
648,52,"B",110,120,125,105,1,0,1,1
649,52,"B",110,100,105,105,0,1,2,1
650,52,"A",110,120,125,115,1,1,1,2
651,52,"A",120,110,125,125,0,1,1,1
652,52,"B",100,100,105,125,1,0,1,2
653,52,"A",110,110,105,125,0,1,2,1
654,53,"A",2800,4000,100,100,0,0,0,1
655,53,"A",4000,2800,90,90,0,0,0,1
656,53,"B",3400,3400,90,115,0,0,1,0
657,53,"B",3400,2800,100,115,0,0,1,1
658,53,"B",2800,3400,115,115,0,0,1,0
659,53,"B",2800,3400,115,90,0,0,1,1
660,53,"A",2800,4000,100,90,0,0,0,0
661,53,"A",4000,3400,90,115,0,0,0,0
662,53,"A",3400,2800,115,90,0,0,0,1
663,54,"A",3615,4250,101,101,1,1,0,1
664,54,"A",2975,4250,86,86,1,0,1,0
665,54,"A",4250,4250,86,76,0,1,0,1
666,54,"A",2975,2975,101,86,0,1,1,1
667,54,"A",2975,3615,101,101,0,1,1,0
668,54,"A",2975,3615,101,76,0,0,1,1
669,54,"B",4250,3615,76,86,1,1,1,1
670,54,"A",3615,4250,101,76,1,1,0,1
671,54,"B",3615,2975,76,76,0,1,1,0
672,54,"B",3615,2975,76,86,0,1,1,1
673,54,"B",3615,3615,101,76,1,0,0,1
674,54,"B",4250,3615,86,76,0,0,0,1
675,54,"B",4250,3615,86,101,0,1,0,0
676,54,"B",3615,3615,86,101,1,1,1,0
677,54,"B",4250,3615,86,86,0,1,0,1
678,54,"B",2975,2975,101,76,0,1,1,0
679,55,"A",3920,5600,120,130,0,0,1,1
680,55,"A",3920,4760,140,120,0,0,0,1
681,55,"A",4760,3920,130,140,0,0,0,0
682,55,"A",3920,3920,140,130,0,0,0,1
683,55,"A",5600,4760,120,140,0,0,0,1
684,55,"B",3920,5600,120,120,0,0,1,0
685,55,"A",3920,5600,140,120,0,0,0,0
686,55,"B",5600,4760,130,140,0,0,1,1
687,55,"B",4760,3920,120,130,0,0,1,1
688,56,"A",5000,6500,185,185,1,1,1,1
689,56,"A",5750,5000,150,170,1,2,1,1
690,56,"B",6500,5750,170,185,1,2,2,2
691,56,"A",5000,6500,170,150,2,2,1,1
692,56,"A",5750,5000,150,150,1,1,1,2
693,56,"A",5000,6500,150,150,1,2,2,1
694,56,"B",6500,5000,185,170,1,2,1,1
695,56,"A",5000,5750,185,150,1,1,1,1
696,56,"A",5000,5750,170,170,2,1,1,1
697,56,"B",6500,6500,170,150,1,2,2,1
698,56,"A",6500,6500,150,185,2,1,1,1
699,56,"B",5000,5750,150,170,1,1,2,1
700,56,"B",5750,6500,185,185,2,1,2,1
701,57,"B",2250,1500,75,75,1,0,1,1
702,57,"A",3000,2250,75,75,1,1,0,1
703,57,"A",1500,2250,85,75,1,1,0,1
704,57,"B",1500,2250,75,95,0,0,1,0
705,57,"A",1500,3000,95,75,1,1,1,0
706,57,"B",3000,1500,85,95,0,1,1,1
707,57,"B",2250,1500,95,85,0,1,0,0
708,57,"A",2250,3000,85,85,1,0,1,1
709,58,"B",6285,4490,183,163,1,1,2,1
710,58,"B",4490,5390,163,146,1,1,1,1
711,58,"B",6285,4490,183,183,1,2,2,1
712,58,"B",4490,5390,146,183,1,1,2,1
713,58,"B",6285,4490,146,183,2,2,1,1
714,58,"A",4490,5390,183,183,2,1,1,1
715,58,"A",6285,6285,146,183,2,1,1,2
716,58,"B",6285,4490,163,183,1,2,1,1
717,58,"B",6285,6285,146,163,2,1,1,1
718,58,"B",6285,5390,163,183,1,1,1,1
719,58,"B",6285,4490,163,146,1,1,1,2
720,59,"A",3000,3000,155,170,0,0,0,1
721,59,"A",2550,2550,145,170,0,0,1,0
722,59,"A",2550,2550,155,170,0,0,1,0
723,59,"A",2550,3000,155,145,0,0,1,1
724,59,"A",2550,2100,170,170,0,0,0,1
725,59,"B",3000,2100,155,170,0,0,0,1
726,59,"A",2100,2550,155,145,0,0,1,1
727,59,"A",3000,3000,155,145,0,0,0,1
728,60,"B",4000,3200,145,125,1,0,0,0
729,60,"B",4000,4000,145,125,1,1,0,1
730,60,"B",3200,2400,110,145,1,0,1,1
731,60,"A",3200,4000,145,125,1,1,1,1
732,60,"A",2400,3200,145,125,0,0,1,0
733,60,"B",4000,3200,110,110,0,1,1,1
734,60,"A",3200,4000,125,110,0,0,0,1
735,60,"A",2400,4000,125,110,1,0,1,1
736,60,"A",2400,3200,125,125,1,0,1,0
737,60,"B",3200,2400,110,125,1,1,1,1
738,60,"B",2400,2400,145,110,0,1,1,0
739,60,"A",3200,4000,145,110,1,0,1,1
740,60,"A",3200,3200,110,125,1,0,1,0
741,60,"B",2400,2400,145,125,0,1,1,1
742,61,"A",3400,3825,85,105,0,0,0,1
743,61,"A",3825,3400,85,95,0,0,1,1
744,61,"A",3400,4250,95,85,0,0,1,1
745,61,"A",3825,4250,105,95,0,0,1,1
746,61,"B",4250,3400,105,105,0,0,0,1
747,61,"B",4250,4250,105,85,0,0,0,1
748,61,"A",3825,4250,105,85,0,0,1,1
749,61,"B",3825,3825,95,85,0,0,0,1
750,61,"A",3400,3825,105,95,0,0,1,0
751,61,"B",4250,4250,105,95,0,0,0,1
752,62,"B",2250,1875,100,100,0,0,2,1
753,62,"A",1875,1500,100,100,0,1,1,1
754,62,"B",1875,2250,110,110,1,0,2,1
755,62,"A",2250,1875,120,110,1,1,1,2
756,62,"B",1500,1500,120,100,0,1,2,1
757,62,"B",1500,2250,120,110,0,0,2,1
758,62,"B",1500,1500,100,110,1,0,1,1
759,62,"A",1500,1875,110,100,0,0,1,1
760,62,"B",2250,2250,100,110,0,0,2,1
761,62,"A",1500,1875,120,110,0,1,2,2
762,62,"A",2250,2250,120,100,1,0,1,2
763,62,"A",2250,1500,120,120,1,0,1,2
764,62,"B",1500,2250,120,100,0,0,2,2
765,62,"A",1500,2250,100,110,1,0,1,1
766,62,"A",1500,1875,100,120,1,0,1,1
767,63,"A",3570,4200,102,117,0,0,1,1
768,63,"B",4200,2940,102,102,1,1,0,1
769,63,"A",2940,3570,102,117,1,1,1,0
770,63,"B",3570,2940,102,137,0,0,1,0
771,63,"B",3570,2940,117,117,1,1,0,1
772,63,"B",4200,2940,117,102,0,1,1,1
773,63,"A",2940,4200,117,117,1,0,1,1
774,63,"A",3570,4200,102,102,0,1,1,0
775,63,"B",4200,3570,117,137,0,1,1,1
776,63,"A",3570,4200,137,102,1,1,1,0
777,63,"B",3570,2940,102,117,0,1,1,1
778,63,"A",2940,2940,137,117,0,1,0,1
779,63,"A",2940,2940,137,102,0,1,0,1
780,63,"A",4200,4200,102,117,1,0,0,1
781,63,"B",3570,3570,102,117,0,1,1,0
782,64,"B",1680,1440,133,118,1,1,1,1
783,64,"A",1440,1680,148,118,1,1,1,2
784,64,"B",1440,1200,118,133,1,1,1,1
785,64,"A",1200,1680,118,118,2,1,1,2
786,64,"B",1200,1440,148,118,1,1,2,1
787,64,"A",1200,1680,118,133,2,1,1,1
788,64,"B",1200,1680,148,148,1,2,2,1
789,64,"A",1200,1680,148,118,1,1,2,2
790,64,"B",1440,1200,148,118,1,2,1,1
791,64,"B",1440,1200,118,118,1,2,1,1
792,64,"A",1680,1440,148,133,2,2,1,2
793,64,"A",1200,1440,148,133,1,2,2,2
794,64,"A",1440,1680,133,118,2,1,2,2
795,64,"B",1680,1440,133,148,1,1,1,1
796,64,"A",1200,1200,118,133,2,1,1,1
797,65,"A",2640,2640,90,100,0,0,1,1
798,65,"A",2640,3300,90,90,0,0,1,0
799,65,"B",2970,2640,100,115,0,0,0,0
800,65,"A",2970,2640,100,100,0,0,0,1
801,65,"A",2970,3300,100,90,0,0,0,0
802,65,"A",2970,3300,115,90,0,0,1,0
803,65,"B",2970,2640,100,90,0,0,0,1
804,65,"A",2970,2640,90,115,0,0,1,0
805,66,"B",4705,4165,158,158,0,0,2,1
806,66,"B",4705,4705,158,168,0,1,2,1
807,66,"A",4705,4165,168,178,1,1,1,2
808,66,"B",4705,3620,178,158,0,1,1,1
809,66,"A",3620,3620,158,178,1,0,1,1
810,66,"A",4165,3620,158,158,0,1,1,1
811,66,"A",4165,3620,168,158,0,1,1,1
812,66,"A",4705,4165,158,178,0,1,2,2
813,66,"A",3620,4705,178,158,0,0,1,2
814,66,"B",3620,4165,168,168,0,0,2,1
815,66,"A",3620,3620,178,168,0,0,1,2
816,66,"A",4705,4705,178,158,0,0,1,2
817,66,"A",3620,4705,178,168,0,1,1,1
818,66,"A",3620,4705,168,158,0,0,2,2
819,66,"B",3620,4705,168,168,0,1,2,1
820,66,"A",4705,3620,178,168,0,0,1,2
821,66,"A",4705,4705,178,168,0,1,1,1
822,67,"B",2750,2750,135,125,1,0,1,1
823,67,"B",2750,2200,110,125,0,0,2,1
824,67,"A",2750,2750,125,110,0,0,1,2
825,67,"A",2200,3300,110,135,1,0,1,1
826,67,"A",2750,3300,125,110,0,0,1,1
827,67,"A",2200,2750,110,110,1,0,1,2
828,67,"B",3300,2200,125,135,1,0,2,2
829,67,"B",3300,2750,125,135,1,1,2,1
830,67,"A",2200,3300,135,135,0,0,2,1
831,67,"A",2750,2200,135,135,1,0,1,2
832,67,"A",2750,3300,135,110,1,0,1,1
833,67,"B",2750,2200,110,135,0,0,2,2
834,67,"A",3300,2750,110,110,0,0,1,2
835,67,"B",2200,2200,125,110,0,1,1,1
836,67,"B",2750,3300,110,135,0,0,2,1
837,67,"B",2200,3300,135,110,0,0,2,1
838,68,"B",3500,2800,115,90,1,0,1,1
839,68,"B",3500,3500,100,90,0,1,1,0
840,68,"B",3500,2100,100,100,0,1,1,1
841,68,"B",3500,2800,100,100,0,1,1,0
842,68,"B",3500,2100,100,115,0,0,1,0
843,68,"A",2100,3500,115,90,0,1,0,0
844,68,"B",3500,2100,90,90,1,1,0,1
845,68,"B",2800,2100,100,115,1,0,0,0
846,68,"B",2800,2100,90,115,0,0,1,0
847,68,"A",2800,3500,100,90,1,1,0,0
848,68,"A",2100,2100,115,90,0,1,0,1
849,68,"B",3500,2800,90,115,1,1,0,1
850,68,"B",2800,2100,90,100,0,1,1,1
851,68,"A",2100,2800,100,100,1,1,1,0
852,68,"A",2800,2800,100,90,1,0,0,1
853,69,"B",2465,2030,170,150,1,0,0,0
854,69,"B",2900,2030,150,170,1,1,1,1
855,69,"B",2030,2465,170,135,1,0,1,1
856,69,"A",2465,2030,170,135,1,1,0,1
857,69,"B",2465,2900,170,135,1,1,0,0
858,69,"A",2030,2900,150,135,0,1,0,0
859,69,"B",2030,2465,170,150,1,1,1,1
860,69,"B",2900,2030,170,135,0,1,1,1
861,69,"A",2900,2465,135,135,1,0,0,1
862,69,"A",2900,2900,150,170,1,0,1,1
863,69,"A",2465,2465,170,135,1,0,0,1
864,69,"B",2465,2030,135,135,0,1,1,1
865,70,"B",4290,3795,135,120,1,1,2,1
866,70,"B",3300,3795,120,120,1,1,2,1
867,70,"B",3795,3300,135,135,1,2,1,1
868,70,"A",4290,3795,120,145,2,2,1,2
869,70,"B",3300,3300,120,135,1,2,2,1
870,70,"A",3795,3300,120,135,1,2,1,1
871,70,"B",4290,3795,120,135,2,1,1,1
872,70,"B",3300,3300,120,145,1,1,2,1
873,70,"A",3300,4290,145,120,1,2,1,1
874,70,"B",4290,3795,135,145,1,2,2,2
875,70,"B",3795,4290,145,145,2,1,2,1
876,70,"B",3300,3300,135,145,2,1,1,1
877,70,"B",3300,3795,120,135,1,1,2,1
878,70,"B",3300,3795,145,120,1,1,1,1
879,70,"A",3300,4290,120,120,1,2,2,1
880,70,"B",4290,4290,145,120,1,2,1,1
881,71,"B",4550,4025,130,120,0,0,1,1
882,71,"A",4025,4550,140,120,0,0,1,2
883,71,"B",4025,3500,130,140,1,0,2,2
884,71,"B",4550,3500,130,140,0,0,1,2
885,71,"A",3500,3500,120,140,1,0,1,2
886,71,"B",4550,4025,130,140,0,0,1,1
887,71,"A",4025,4550,130,140,1,1,2,1
888,71,"B",4550,3500,120,140,0,0,2,2
889,71,"A",4025,4025,140,130,0,1,1,2
890,71,"A",4025,4550,130,130,1,0,2,1
891,71,"B",4025,3500,140,140,0,0,1,2
892,71,"B",4550,4550,120,130,0,0,2,1
893,71,"B",4025,3500,120,140,0,0,1,2
894,71,"B",3500,3500,120,130,1,0,1,1
895,71,"B",4550,4550,120,140,0,1,2,1
896,72,"A",1800,2400,95,105,0,0,1,1
897,72,"B",1800,3000,105,105,0,0,1,0
898,72,"B",2400,1800,85,95,0,0,1,1
899,72,"A",1800,3000,105,85,0,0,1,1
900,72,"B",1800,2400,95,95,0,0,1,0
901,72,"B",3000,2400,95,105,0,0,1,1
902,72,"A",2400,1800,85,105,0,0,1,1
903,72,"A",1800,3000,95,105,0,0,1,0
904,72,"A",2400,3000,85,105,0,0,1,0
905,72,"A",2400,3000,105,85,0,0,1,1
906,73,"A",3000,4000,150,150,0,0,1,1
907,73,"B",4000,3000,165,165,0,0,0,1
908,73,"B",3000,2000,140,140,0,0,0,1
909,73,"B",2000,4000,165,140,0,0,1,1
910,73,"B",4000,3000,150,165,0,0,1,1
911,73,"A",2000,3000,150,140,0,0,0,0
912,73,"B",2000,2000,140,150,0,0,1,0
913,73,"A",3000,4000,150,140,0,0,1,1
914,73,"B",4000,4000,150,165,0,0,1,0
915,74,"B",3000,2250,110,110,1,0,1,1
916,74,"B",3000,3000,145,110,0,1,0,1
917,74,"B",3750,3000,125,145,0,0,1,0
918,74,"B",3000,3000,125,145,1,0,1,0
919,74,"B",3750,3000,110,110,1,1,0,1
920,74,"B",2250,3750,145,110,1,1,1,0
921,74,"B",3750,3000,110,145,1,0,0,0
922,74,"A",2250,3750,125,125,1,0,0,1
923,74,"A",3000,3750,125,110,1,1,1,0
924,74,"B",3750,3000,125,125,0,1,1,1
925,74,"A",2250,3000,125,110,1,1,0,1
926,74,"B",3750,2250,125,145,0,1,1,1
927,74,"A",2250,2250,125,110,1,0,0,1
928,75,"A",4000,4000,105,120,0,2,0,1
929,75,"B",3200,3200,105,140,1,2,1,0
930,75,"B",3200,3200,120,140,0,2,1,0
931,75,"B",3200,4000,140,105,2,0,0,0
932,75,"B",3600,3200,140,105,0,1,1,1
933,75,"A",3600,3200,120,105,1,1,0,1
934,75,"B",3200,3600,140,120,2,1,0,0
935,75,"A",4000,3600,105,120,0,1,0,0
936,75,"A",3200,3200,105,120,1,0,1,1
937,75,"B",4000,4000,140,120,1,2,1,1
938,75,"A",3600,3600,105,140,2,0,1,1
939,75,"A",3600,4000,140,120,0,2,1,1
940,75,"A",3200,3600,120,105,0,2,1,1
941,76,"A",3850,4200,150,165,0,1,2,2
942,76,"B",4200,3500,150,150,0,1,1,1
943,76,"B",4200,3850,175,175,0,1,1,1
944,76,"B",4200,3850,165,175,1,1,2,1
945,76,"A",3850,4200,165,150,0,0,1,1
946,76,"B",3500,3850,175,150,0,0,2,2
947,76,"A",4200,3500,175,175,0,0,1,2
948,76,"A",3500,4200,175,165,0,1,2,2
949,76,"A",4200,3850,150,175,0,1,1,1
950,76,"A",3500,3500,150,165,1,0,1,1
951,77,"B",2700,2700,172,157,1,1,2,1
952,77,"B",2700,2700,157,137,1,2,1,1
953,77,"A",3240,3240,137,172,1,2,2,1
954,77,"B",3240,3780,137,137,1,1,2,1
955,77,"A",2700,3780,157,137,1,1,1,1
956,77,"B",3780,2700,157,172,2,1,2,2
957,77,"B",3780,3780,157,172,2,1,2,1
958,77,"B",3780,3240,172,172,1,2,1,1
959,77,"B",3240,3780,157,137,1,1,1,1
960,77,"B",3240,3240,157,137,1,1,1,2
961,77,"B",2700,3240,172,157,1,1,2,1
962,77,"A",2700,3780,172,172,1,1,2,1
963,77,"A",3240,2700,172,172,2,1,1,2
964,78,"A",3375,4050,160,175,1,2,2,2
965,78,"B",4050,4050,175,195,2,1,2,1
966,78,"A",4050,3375,160,195,1,2,1,1
967,78,"A",4050,2700,160,195,1,1,1,2
968,78,"A",2700,3375,175,160,1,1,1,2
969,78,"B",2700,4050,160,160,2,1,1,1
970,78,"A",4050,2700,195,160,1,2,1,1
971,78,"A",2700,4050,195,195,1,1,2,1
972,78,"B",4050,2700,160,175,1,1,1,1
973,78,"A",3375,3375,175,160,1,1,1,2
974,78,"A",3375,4050,160,195,1,1,2,1
975,78,"A",3375,2700,160,195,1,1,2,2
976,78,"A",3375,4050,175,160,1,1,1,1
977,78,"B",4050,3375,175,195,2,2,2,1
978,78,"B",3375,4050,160,160,1,1,2,1
979,79,"B",3250,2875,155,135,2,2,2,1
980,79,"B",3250,3250,155,135,2,3,2,1
981,79,"A",3250,2875,170,170,2,3,1,2
982,79,"A",3250,2875,155,170,2,3,2,2
983,79,"A",2500,2500,155,135,3,2,1,2
984,79,"A",2500,3250,155,170,3,2,1,1
985,79,"B",2500,3250,135,135,2,3,2,1
986,79,"A",2500,2875,170,155,2,2,1,1
987,79,"B",3250,2500,135,155,3,3,1,1
988,79,"B",3250,3250,170,135,2,3,1,1
989,79,"A",3250,2500,135,170,3,2,1,1
990,79,"A",2875,2500,155,135,2,2,1,2
991,79,"B",2500,3250,135,170,2,2,2,1
992,79,"B",2500,2875,155,135,3,2,1,1
993,80,"B",3000,3000,210,165,1,0,1,1
994,80,"B",4000,2000,165,190,1,1,0,1
995,80,"A",3000,4000,190,165,1,1,0,0
996,80,"B",4000,3000,165,210,1,1,0,1
997,80,"B",3000,2000,165,210,0,0,1,0
998,80,"A",3000,4000,190,190,1,0,0,1
999,80,"A",3000,3000,165,190,0,1,1,0
1000,80,"B",4000,2000,190,165,0,1,1,1
1001,80,"A",2000,2000,190,210,1,0,1,0
1002,80,"A",4000,4000,190,165,0,1,1,0
1003,80,"A",3000,4000,210,190,1,0,1,1
1004,81,"A",6250,9375,92,92,0,0,0,1
1005,81,"B",12500,6250,82,82,0,0,0,1
1006,81,"A",6250,9375,82,107,0,0,1,0
1007,81,"B",9375,6250,92,107,0,0,1,1
1008,81,"B",12500,9375,92,107,0,0,1,0
1009,81,"A",9375,12500,92,82,0,0,1,0
1010,81,"A",6250,6250,92,82,0,0,0,1
1011,81,"B",9375,6250,107,107,0,0,0,1
1012,81,"B",12500,9375,82,107,0,0,0,0
1013,81,"B",9375,9375,92,107,0,0,1,0
1014,81,"A",6250,9375,107,82,0,0,1,1
1015,81,"B",9375,9375,107,82,0,0,0,1
1016,82,"A",2250,2250,90,110,1,1,1,1
1017,82,"A",1500,1500,90,110,0,1,1,0
1018,82,"A",2250,2250,100,90,0,1,0,1
1019,82,"B",3000,1500,110,110,0,1,1,0
1020,82,"A",1500,2250,110,90,1,1,0,1
1021,82,"B",1500,1500,110,100,1,1,0,1
1022,82,"B",3000,2250,110,110,0,1,1,1
1023,82,"B",3000,2250,90,110,1,1,0,1
1024,82,"A",3000,3000,100,110,1,0,1,1
1025,82,"A",1500,2250,100,100,1,0,1,0
1026,82,"B",2250,1500,100,110,0,1,0,0
1027,83,"B",2000,1600,60,60,0,0,1,1
1028,83,"A",1200,1600,70,60,0,0,1,1
1029,83,"A",1600,2000,70,60,0,0,0,1
1030,83,"A",1200,2000,80,80,0,0,1,0
1031,83,"A",1600,2000,80,60,0,0,1,1
1032,83,"A",1200,1600,80,60,0,0,1,1
1033,83,"B",1600,1600,60,70,0,0,1,0
1034,83,"A",2000,2000,80,60,0,0,0,1
1035,83,"B",2000,1600,80,80,0,0,0,1
1036,83,"A",1200,1600,70,70,0,0,1,0
1037,83,"B",1600,1200,70,80,0,0,0,1
1038,84,"B",5160,4300,140,130,1,1,1,1
1039,84,"A",6020,6020,140,115,2,1,1,2
1040,84,"B",4300,4300,140,115,1,2,2,1
1041,84,"B",6020,5160,115,130,1,2,2,2
1042,84,"B",6020,4300,140,140,2,1,1,2
1043,84,"B",6020,4300,130,140,1,1,1,2
1044,84,"B",6020,5160,130,140,1,1,1,1
1045,84,"A",4300,5160,140,140,1,1,2,1
1046,84,"B",4300,4300,130,115,1,2,1,1
1047,84,"A",5160,5160,130,140,2,1,2,1
1048,84,"B",5160,4300,115,130,1,1,1,1
1049,84,"B",5160,4300,130,140,2,1,2,2
1050,84,"B",5160,4300,115,140,1,1,1,2
1051,85,"B",4050,3375,135,135,2,2,2,1
1052,85,"B",3375,2700,125,145,3,2,2,2
1053,85,"A",2700,4050,145,135,2,2,2,2
1054,85,"A",4050,4050,145,135,3,2,1,2
1055,85,"B",3375,2700,135,135,2,3,1,1
1056,85,"A",2700,4050,145,145,2,3,2,1
1057,85,"B",2700,3375,145,135,2,2,2,1
1058,85,"A",3375,4050,145,125,2,2,1,1
1059,85,"A",2700,4050,145,125,2,2,2,1
1060,85,"B",4050,3375,135,125,2,3,2,2
1061,85,"B",3375,4050,125,125,3,2,2,1
1062,85,"B",4050,3375,145,125,3,3,1,2
1063,85,"B",3375,2700,145,145,2,2,1,2
1064,86,"A",5000,6250,155,170,1,2,1,1
1065,86,"A",5000,6250,135,135,2,1,1,2
1066,86,"A",7500,7500,170,155,1,2,1,2
1067,86,"B",5000,6250,170,170,1,2,2,1
1068,86,"A",5000,7500,155,135,1,1,1,1
1069,86,"A",6250,6250,170,135,2,1,1,2
1070,86,"B",7500,6250,170,170,1,2,1,1
1071,86,"B",6250,5000,155,135,1,2,1,1
1072,86,"B",7500,5000,170,170,1,1,1,2
1073,86,"B",5000,7500,170,135,1,1,2,1
1074,86,"B",6250,7500,170,135,2,1,1,1
1075,86,"B",7500,5000,135,135,1,2,1,1
1076,86,"A",7500,6250,170,135,1,1,1,2
1077,86,"B",7500,6250,135,155,1,1,1,1
1078,86,"A",5000,5000,155,135,1,2,1,1
1079,87,"A",2080,2340,115,115,1,1,0,1
1080,87,"B",2080,2600,115,115,1,0,0,1
1081,87,"B",2080,2340,100,100,1,0,1,0
1082,87,"A",2600,2600,90,115,1,0,0,1
1083,87,"B",2600,2080,90,90,1,0,0,1
1084,87,"A",2600,2340,100,115,1,1,1,1
1085,87,"A",2340,2600,100,90,0,1,0,0
1086,87,"A",2080,2340,115,90,1,1,0,1
1087,87,"A",2340,2080,100,90,0,0,0,1
1088,88,"A",4000,4400,140,140,0,1,1,2
1089,88,"A",4400,4000,115,115,0,0,1,2
1090,88,"B",4800,4800,130,140,0,0,2,1
1091,88,"A",4000,4800,130,130,1,0,1,2
1092,88,"A",4800,4000,140,130,0,1,1,1
1093,88,"B",4400,4800,140,130,1,0,2,2
1094,88,"A",4000,4000,140,115,0,0,1,2
1095,88,"B",4800,4000,115,130,1,1,1,1
1096,88,"B",4800,4000,115,115,1,0,1,2
1097,88,"B",4400,4000,130,140,0,0,1,1
1098,88,"B",4800,4000,140,115,0,0,1,2
1099,88,"B",4800,4800,115,130,1,0,1,2
1100,88,"A",4800,4400,115,140,1,1,1,2
1101,88,"A",4000,4400,115,130,0,0,2,1
1102,88,"B",4000,4400,140,115,0,0,1,1
1103,89,"B",4670,4280,195,175,3,3,2,1
1104,89,"B",4280,4670,220,175,4,4,2,1
1105,89,"A",3890,3890,195,175,4,3,1,2
1106,89,"A",4670,4280,220,220,3,4,1,2
1107,89,"B",4280,4670,220,195,4,3,2,2
1108,89,"A",3890,4670,220,195,3,3,1,2
1109,89,"A",4280,3890,175,220,3,3,1,1
1110,89,"B",4280,4670,195,175,3,4,1,1
1111,89,"B",3890,4670,195,175,4,4,1,1
